ID,DATE,ITEMID,PRICE,AMOUNT
100610,2010-12-04,21519,0.66,12.0
100610,2010-12-04,22717,0.54,10.0
100610,2010-12-03,22600,0.72,8.0
100610,2010-12-03,22694,2.3,9.0
100610,2010-12-04,22736,1.44,3.0
100610,2010-12-04,22737,1.55,4.0
100610,2010-12-04,22738,1.4,11.0
100610,2010-12-02,20725,1.39,11.0
100610,2010-12-04,82494L,2.53,9.0
100610,2010-12-03,84674,2.79,6.0
100610,2010-12-02,22974,1.65,9.0
100610,2010-12-03,48185,3.72,1.0
100610,2010-12-02,82483,3.51,4.0
100610,2010-12-04,90162D,5.4,4.0
100610,2010-12-10,21355,0.3,24.0
100610,2010-12-06,21879,0.45,24.0
100610,2010-12-11,22460,1.23,24.0
100610,2010-12-05,22702,0.66,24.0
100610,2010-12-11,22343,0.29,24.0
100610,2010-12-04,22346,0.3,24.0
100610,2010-12-02,22419,0.42,37.0
100610,2010-12-04,22700,0.87,24.0
100610,2010-12-08,22345,0.37,24.0
100610,2010-12-09,22344,0.37,24.0
100610,2010-12-07,70007,0.62,32.0
100610,2010-12-28,82486,7.95,4.0
100610,2010-12-13,20751,2.94,5.0
100610,2010-12-08,21754,5.81,6.0
100610,2010-12-09,22431,1.89,2.0
100610,2010-12-05,22766,2.33,5.0
100610,2010-12-07,22866,2.43,6.0
100610,2010-12-06,85018D,2.75,4.0
100610,2010-12-15,21523,5.04,1.0
100610,2010-12-13,21034,0.96,9.0
100610,2010-12-15,22771,1.25,3.0
100610,2010-12-14,90120D,4.83,1.0
100610,2010-12-13,21668,1.25,9.0
100610,2010-12-14,21509,0.37,17.0
100610,2010-12-15,22023,0.77,6.0
100610,2010-12-13,22026,0.79,4.0
100610,2010-12-13,22117,0.55,12.0
100610,2010-12-14,22377,0.77,13.0
100610,2010-12-13,22378,0.82,17.0
100610,2010-12-15,22773,1.31,10.0
100610,2010-12-15,22511,1.25,9.0
100610,2010-12-15,22467,4.03,3.0
100610,2010-12-15,22716,0.42,13.0
100610,2010-12-15,21870,1.25,5.0
100610,2010-12-13,22805,1.25,12.0
100610,2010-12-15,70006,0.42,26.0
100610,2010-12-15,21518,0.42,7.0
100610,2010-12-14,20685,5.0,1.0
100610,2010-12-18,21360,9.95,1.0
100610,2010-12-16,22608,0.36,36.0
100610,2010-12-31,21876,0.38,36.0
100610,2011-01-09,22222,1.95,12.0
100610,2010-12-25,22834,0.85,24.0
100610,2011-02-17,21755,5.95,2.0
100610,2010-12-18,84970L,0.95,11.0
100610,2011-01-08,48188,5.09,4.0
100610,2011-01-08,22624,8.16,1.0
100610,2011-01-08,22028,0.57,10.0
100610,2011-01-07,22178,1.25,7.0
100610,2011-01-08,21383,0.62,10.0
100610,2011-01-08,21507,0.64,5.0
100610,2011-01-08,22379,2.83,5.0
100610,2011-01-07,22625,8.23,1.0
100610,2011-01-08,84378,1.25,9.0
100610,2011-01-08,21670,1.25,11.0
100610,2011-01-08,22029,0.35,12.0
100610,2011-01-07,22035,0.31,12.0
100610,2011-01-08,22037,0.42,11.0
100610,2011-01-07,21755,5.48,12.0
100610,2011-01-07,22331,1.68,5.0
100610,2011-01-08,22333,5.48,1.0
100610,2011-01-08,22431,1.82,5.0
100610,2011-01-07,22718,0.69,11.0
100610,2011-01-07,48138,4.52,4.0
100610,2011-01-08,22381,2.21,5.0
100610,2011-01-08,22064,1.65,10.0
100610,2011-01-07,85123A,2.36,24.0
100610,2011-01-07,20727,1.75,9.0
100610,2011-01-08,22771,1.25,11.0
100610,2011-01-08,22772,1.25,10.0
100610,2011-01-07,22775,1.25,10.0
100610,2011-01-08,22800,2.05,3.0
100610,2011-01-08,22801,2.14,4.0
100610,2011-01-08,22815,0.77,12.0
100610,2011-01-07,48187,7.28,4.0
100610,2011-01-08,82613D,0.52,16.0
100610,2011-01-07,84569D,1.25,6.0
100610,2011-01-07,85176,0.58,12.0
100610,2011-01-15,21314,2.1,10.0
100610,2011-01-08,22798,2.54,10.0
100610,2011-01-18,22983,0.5,12.0
100610,2011-01-24,22066,0.78,12.0
100610,2011-02-02,84970L,0.95,12.0
100610,2011-01-16,85215,0.64,24.0
100610,2011-01-16,21355,1.25,18.0
100610,2011-01-18,21870,1.25,12.0
100610,2011-01-27,85034B,1.25,12.0
100610,2011-01-30,20675,1.25,8.0
100610,2011-02-02,21700,0.85,10.0
100610,2011-01-26,22223,1.95,10.0
100610,2011-01-29,22469,1.4,37.0
100610,2011-01-25,85036B,1.21,10.0
100610,2011-01-27,85036C,1.89,11.0
100610,2011-02-02,85170D,0.85,6.0
100610,2011-03-13,84596E,0.42,50.0
100610,2011-02-13,21199,0.42,41.0
100610,2011-03-05,85173,0.85,24.0
100610,2011-04-11,21239,0.85,23.0
100610,2011-01-31,21239,1.05,15.0
100610,2011-02-28,21240,0.91,19.0
100610,2011-04-18,84596G,0.36,37.0
100610,2011-05-10,16236,0.4,40.0
100610,2011-02-07,85039C,0.42,45.0
100610,2011-04-20,17096,0.21,
100610,2011-01-30,22595,1.04,7.0
100610,2011-02-01,21071,1.25,5.0
100610,2011-02-02,48173C,3.5,4.0
100610,2011-01-31,48184,4.28,4.0
100610,2011-01-29,21245,1.42,10.0
100610,2011-02-02,21243,3.53,2.0
100610,2011-01-30,21524,4.89,2.0
100610,2011-01-30,20677,1.25,10.0
100610,2011-01-31,22983,0.51,11.0
100610,2011-02-02,22026,0.59,12.0
100610,2011-02-03,22714,0.54,12.0
100610,2011-01-31,21211,1.4,9.0
100610,2011-01-28,82494L,2.53,5.0
100610,2011-01-29,21520,0.36,12.0
100610,2011-02-16,21399,0.41,12.0
100610,2011-02-11,21397,0.42,6.0
100610,2011-02-14,21240,0.85,22.0
100610,2011-05-02,21673,1.25,12.0
100610,2011-03-02,84970S,1.05,9.0
100610,2011-02-18,21936,3.01,2.0
100610,2011-03-12,22966,0.88,12.0
100610,2011-02-25,22328,2.95,1.0
100610,2011-03-07,22241,1.25,1.0
100610,2011-03-20,22993,1.25,2.0
100610,2011-03-14,47566,4.95,3.0
100610,2011-02-26,22634,8.02,2.0
100610,2011-02-17,21977,0.51,24.0
100610,2011-02-20,84596G,0.42,24.0
100610,2011-03-09,22497,3.39,4.0
100610,2011-03-16,21115,3.61,1.0
100610,2011-02-27,22844,8.5,4.0
100610,2011-02-23,22969,1.39,15.0
100610,2011-02-19,21242,1.68,12.0
100610,2011-03-20,21354,0.92,5.0
100610,2011-02-22,20677,1.25,12.0
100610,2011-03-25,20676,1.25,11.0
100610,2011-02-24,20675,1.25,12.0
100610,2011-04-09,22520,1.03,11.0
100610,2011-03-30,22976,0.87,10.0
100610,2011-03-01,22636,8.5,2.0
100610,2011-04-15,22975,1.0,6.0
100610,2011-03-08,23206,3.51,4.0
100610,2011-04-03,22635,9.95,2.0
100610,2011-03-25,21116,4.95,3.0
100610,2011-05-07,84596F,0.38,47.0
100610,2011-06-01,84568,0.36,
100610,2011-03-18,20685,7.95,2.0
100610,2011-02-23,22379,1.86,12.0
100610,2011-02-17,21257,7.95,1.0
100610,2011-03-22,22718,0.4,12.0
100610,2011-02-19,21399,0.39,12.0
100610,2011-02-22,22241,1.25,11.0
100610,2011-02-25,21673,1.25,9.0
100610,2011-03-07,21394,0.41,12.0
100610,2011-03-06,22037,0.39,9.0
100610,2011-03-09,22084,3.18,3.0
100610,2011-02-17,22064,1.89,11.0
100610,2011-03-09,22326,3.91,3.0
100610,2011-03-15,21395,0.41,12.0
100610,2011-02-24,21439,1.25,3.0
100610,2011-03-16,22997,0.42,10.0
100610,2011-03-09,21519,0.4,10.0
100610,2011-03-15,21756,5.78,2.0
100610,2011-02-20,48185,6.91,4.0
100610,2011-03-23,84050,4.1,3.0
100610,2011-03-21,84596G,0.42,8.0
100610,2011-02-21,84596J,0.42,24.0
100610,2011-03-16,84596L,0.42,24.0
100610,2011-03-18,22460,1.25,11.0
100610,2011-03-01,22775,1.25,8.0
100610,2011-03-29,22974,1.65,12.0
100610,2011-04-12,22433,1.74,6.0
100610,2011-03-21,21670,1.25,12.0
100610,2011-04-06,82494L,2.95,7.0
100610,2011-03-22,22798,2.95,10.0
100610,2011-03-08,22800,3.3,10.0
100610,2011-02-24,21243,1.68,12.0
100610,2011-03-22,23204,0.97,7.0
100610,2011-02-28,22432,1.79,6.0
100610,2011-03-30,84755,0.63,16.0
100610,2011-03-20,22088,2.95,15.0
100610,2011-03-17,22431,1.84,5.0
100610,2011-03-26,21507,0.4,12.0
100610,2011-03-30,22994,0.42,9.0
100610,2011-03-29,37444C,0.41,9.0
100610,2011-03-28,22027,0.42,9.0
100610,2011-03-30,22996,0.42,7.0
100610,2011-03-24,21509,0.4,12.0
100610,2011-03-28,37444A,0.41,11.0
100610,2011-04-12,22035,0.4,12.0
100610,2011-04-12,23156,2.08,10.0
100610,2011-04-06,22090,2.95,8.0
100610,2011-04-08,22714,0.42,15.0
100610,2011-04-06,22088,2.95,14.0
100610,2011-04-14,21394,0.4,12.0
100610,2011-04-02,21754,5.94,3.0
100610,2011-04-15,21937,3.02,4.0
100610,2011-04-11,22028,0.24,6.0
100610,2011-04-07,22381,2.09,12.0
100610,2011-04-06,22747,5.46,4.0
100610,2011-04-12,21232,1.07,6.0
100610,2011-04-13,23207,2.21,4.0
100610,2011-04-12,84596F,0.42,13.0
100610,2011-05-01,21096,0.41,7.0
100610,2011-04-18,21243,1.65,11.0
100610,2011-04-22,84596B,0.42,16.0
100610,2011-05-09,22254,1.25,12.0
100610,2011-05-13,21933,1.98,3.0
100610,2011-05-16,22029,0.52,12.0
100610,2011-05-15,22088,2.95,8.0
100610,2011-05-14,22626,9.71,1.0
100610,2011-05-14,22722,3.84,4.0
100610,2011-05-16,22752,5.12,7.0
100610,2011-05-19,22762,,1.0
100610,2011-05-11,23144,0.42,12.0
100610,2011-05-11,47566,8.29,2.0
100610,2011-05-15,47566B,5.63,2.0
100610,2011-05-14,22171,8.07,2.0
100610,2011-05-17,47590B,5.54,6.0
100610,2011-05-13,84685,2.27,3.0
100610,2011-05-18,84879,2.79,1.0
100610,2011-05-17,21519,0.41,12.0
100610,2011-05-17,22983,0.39,12.0
100610,2011-05-19,21399,0.41,24.0
100610,2011-05-11,23199,2.51,5.0
100610,2011-05-14,23200,2.15,8.0
100610,2011-07-12,84596B,0.42,42.0
100610,2011-05-20,22699,2.95,6.0
100610,2011-05-23,47566,5.14,4.0
100610,2011-05-24,22090,2.95,6.0
100610,2011-05-21,23298,7.36,3.0
100610,2011-05-20,47590A,5.51,4.0
100610,2011-05-24,47590B,5.86,3.0
100610,2011-05-20,22694,2.16,31.0
100610,2011-05-29,20984,0.39,12.0
100610,2011-05-27,72128,0.85,17.0
100610,2011-05-26,21240,0.83,16.0
100610,2011-06-08,71459,0.67,12.0
100610,2011-05-23,22773,1.37,10.0
100610,2011-06-06,84970S,0.85,12.0
100610,2011-05-28,22023,0.42,6.0
100610,2011-05-26,21506,0.42,8.0
100610,2011-06-07,23202,2.08,13.0
100610,2011-06-09,23032,1.65,6.0
100610,2011-06-16,22720,2.73,2.0
100610,2011-08-15,21494,1.39,45.0
100610,2011-06-15,23145,1.07,12.0
100610,2011-06-20,21926,1.26,4.0
100610,2011-06-15,22030,0.52,24.0
100610,2011-06-17,22178,0.62,24.0
100610,2011-06-15,23031,1.65,3.0
100610,2011-06-17,21927,1.4,6.0
100610,2011-06-20,23240,3.48,2.0
100610,2011-06-17,21931,2.58,3.0
100610,2011-06-14,23245,4.62,3.0
100610,2011-07-09,22771,1.25,11.0
100610,2011-07-10,23237,4.13,6.0
100610,2011-07-08,21172,1.41,12.0
100610,2011-07-11,21670,1.07,10.0
100610,2011-07-03,22173,2.95,13.0
100610,2011-07-10,23286,0.96,10.0
100610,2011-06-30,23035,1.29,6.0
100610,2011-07-02,23144,1.16,12.0
100610,2011-06-28,23206,1.65,8.0
100610,2011-07-02,23028,1.65,8.0
100610,2011-07-07,23288,1.06,9.0
100610,2011-07-07,23244,1.84,12.0
100610,2011-07-04,22089,2.95,6.0
100610,2011-07-08,21668,1.25,11.0
100610,2011-07-20,20677,1.29,7.0
100610,2011-09-15,23208,1.65,10.0
100610,2011-08-04,23108,6.1,5.0
100610,2011-08-05,22386,3.17,4.0
100610,2011-08-07,22726,3.36,4.0
100610,2011-08-04,21242,1.98,8.0
100610,2011-08-08,22840,6.15,2.0
100610,2011-08-10,20674,1.82,9.0
100610,2011-08-11,20675,1.27,10.0
100610,2011-08-09,23124,1.25,16.0
100610,2011-08-09,22693,1.27,22.0
100610,2011-08-09,22754,0.85,11.0
100610,2011-08-11,21240,2.65,4.0
100610,2011-08-11,20914,2.15,6.0
100610,2011-08-09,22150,1.81,6.0
100610,2011-08-10,22352,2.31,5.0
100610,2011-08-09,20712,3.08,2.0
100610,2011-08-10,85099B,2.47,3.0
100610,2011-08-09,23048,2.25,5.0
100610,2011-08-09,23122,0.7,12.0
100610,2011-08-14,22951,1.58,1.0
100610,2011-08-25,22427,2.36,3.0
100610,2011-08-16,23307,1.97,2.0
100610,2011-08-24,23263,2.15,2.0
100610,2011-08-10,21755,6.25,5.0
100610,2011-08-30,23126,3.72,4.0
100610,2011-08-23,23081,2.86,2.0
100610,2011-08-15,22754,0.78,23.0
100610,2011-09-07,20676,1.25,12.0
100610,2011-09-09,23012,3.39,3.0
100610,2011-09-09,22417,0.56,5.0
100610,2011-09-07,22470,3.09,2.0
100610,2011-09-08,22637,1.78,4.0
100610,2011-09-02,22730,3.17,2.0
100610,2011-09-09,22805,0.52,5.0
100610,2011-09-10,22772,1.04,8.0
100610,2011-09-08,23185,0.39,9.0
100610,2011-09-10,23322,2.95,2.0
100610,2011-09-10,23323,2.41,3.0
100610,2011-09-01,22727,3.75,3.0
100610,2011-09-10,22173,2.9,6.0
100610,2011-09-02,16259,0.1,104.0
100610,2011-09-07,21071,0.93,12.0
100610,2011-10-09,21115,2.65,2.0
100610,2011-09-29,23330,0.99,11.0
100610,2011-09-26,23266,1.08,10.0
100610,2011-10-13,22865,1.97,12.0
100610,2011-09-02,22630,1.77,12.0
100610,2011-09-30,22065,0.22,
100610,2011-10-06,47590B,6.31,1.0
100610,2011-09-13,23471,9.95,2.0
100610,2011-10-01,22328,2.95,5.0
100610,2011-09-07,20677,2.45,8.0
100610,2011-09-06,21754,7.45,2.0
100610,2011-09-07,82551,2.25,4.0
100610,2011-09-27,82483,6.41,2.0
100610,2011-10-10,23309,0.86,5.0
100610,2011-09-11,23465,5.05,1.0
100610,2011-09-02,23320,2.59,12.0
100610,2011-10-15,16161P,0.42,25.0
100610,2011-10-14,20677,1.25,12.0
100610,2011-10-16,21239,0.85,6.0
100610,2011-10-15,22044,0.2,25.0
100610,2011-10-16,22026,0.4,5.0
100610,2011-10-14,22197,0.81,15.0
100610,2011-10-15,22338,0.2,11.0
100610,2011-10-14,22699,2.48,5.0
100610,2011-10-15,21213,0.34,105.0
100610,2011-10-16,23201,8.15,2.0
100610,2011-10-16,22386,3.29,3.0
100610,2011-10-15,22118,2.23,3.0
100610,2011-10-14,23199,2.08,5.0
100610,2011-10-15,22577,0.41,15.0
100610,2011-10-14,22579,0.84,16.0
100610,2011-11-08,21131,2.78,3.0
100610,2011-11-05,22121,5.8,4.0
100610,2011-10-18,23314,12.7,1.0
100610,2011-11-05,22712,0.42,6.0
100610,2011-10-30,22891,2.38,3.0
100610,2011-10-20,22995,0.42,11.0
100610,2011-11-14,22996,0.42,6.0
100610,2011-10-23,22997,0.42,7.0
100610,2011-10-26,22027,0.42,12.0
100610,2011-10-28,23005,0.42,11.0
100610,2011-10-23,23100,1.25,10.0
100610,2011-11-11,23202,2.3,2.0
100610,2011-11-23,23188,2.85,2.0
100610,2011-11-18,84536A,1.17,4.0
100610,2011-10-30,85199L,0.64,12.0
100610,2011-11-27,22065,0.38,22.0
100610,2011-11-27,22306,1.16,9.0
100610,2011-11-27,22727,2.87,5.0
100610,2011-11-27,22994,0.56,13.0
100610,2011-11-26,23199,2.1,5.0
100610,2011-11-25,22328,2.35,4.0
100610,2011-11-26,20914,2.61,3.0
100610,2011-11-26,84879,1.67,1.0
10094,2010-12-25,22840,6.58,11.0
10094,2011-01-09,22931,2.64,5.0
10094,2010-12-24,72741,1.47,11.0
10094,2010-12-20,21034,0.9,12.0
10094,2011-01-16,22863,2.05,5.0
10094,2010-12-07,84970S,1.06,9.0
10094,2011-01-19,84596F,0.99,8.0
10094,2011-01-14,84378,1.21,11.0
10094,2011-01-16,21121,1.11,23.0
10094,2011-01-26,85231B,0.97,11.0
10094,2011-01-17,22665,2.95,5.0
10094,2011-01-21,21262,2.95,6.0
10094,2010-12-18,22721,4.19,7.0
10094,2010-12-24,22792,0.67,24.0
10094,2010-12-23,22457,2.69,12.0
10094,2011-01-25,22961,1.59,7.0
10094,2011-01-03,22196,0.85,20.0
10094,2011-07-22,23309,0.68,15.0
10094,2011-07-07,22469,1.65,10.0
10094,2011-07-12,85053,2.03,6.0
10094,2011-07-13,22900,3.5,8.0
10094,2011-07-13,23251,1.25,12.0
10094,2011-07-04,22665,3.26,4.0
10094,2011-07-07,84375,4.59,12.0
10094,2011-06-30,84832,0.84,18.0
10094,2011-08-05,23052,3.19,2.0
10094,2011-07-30,23124,1.25,11.0
10094,2011-08-07,85049G,1.25,6.0
10094,2011-08-20,22429,2.97,4.0
10094,2011-08-21,23192,3.26,3.0
10094,2011-08-19,22457,2.93,12.0
10094,2011-08-18,21034,3.19,4.0
10094,2011-09-17,23295,1.17,9.0
10094,2011-08-30,23296,1.37,9.0
10094,2011-09-30,22792,0.83,10.0
10094,2011-09-30,22721,4.95,5.0
10094,2011-10-09,23298,4.68,11.0
10094,2011-10-11,84832,0.85,8.0
10094,2011-10-21,22047,0.69,24.0
10094,2011-10-19,23393,2.35,4.0
10094,2011-10-29,22180,5.92,2.0
10094,2011-10-27,22429,3.28,12.0
10094,2011-10-16,23207,2.83,4.0
10094,2011-10-17,35970,1.67,7.0
10094,2011-10-28,84946,1.25,12.0
10094,2011-10-27,22469,1.51,7.0
10094,2011-10-28,85049E,1.58,10.0
10094,2011-10-27,22457,2.51,5.0
10094,2011-11-27,22665,2.95,6.0
10094,2011-11-27,22721,4.95,6.0
10094,2011-11-25,22792,0.88,9.0
10094,2011-11-11,23231,0.91,16.0
10094,2011-11-04,23545,0.93,16.0
10094,2011-11-13,23304,2.78,10.0
10094,2011-11-10,79321,5.47,4.0
10094,2011-11-18,85049C,0.87,9.0
10094,2011-11-26,23264,1.25,12.0
102542,2010-12-21,21730,4.0,3.0
102542,2011-04-01,22178,1.49,16.0
102542,2011-04-14,85123A,2.59,6.0
102542,2011-02-19,22251,1.25,31.0
102542,2011-02-04,85093,0.71,48.0
102542,2011-02-24,21630,8.31,3.0
102542,2011-02-24,22178,0.89,48.0
102542,2011-02-14,46000S,1.74,8.0
102542,2011-03-11,22784,3.55,6.0
102542,2011-02-09,84946,1.25,16.0
102542,2011-03-14,85146,5.95,4.0
102542,2011-03-03,22423,10.25,1.0
102542,2011-03-29,22457,2.95,6.0
102542,2011-05-09,21754,6.09,3.0
102542,2011-05-09,22249,0.9,16.0
102542,2011-05-18,22178,1.25,12.0
102542,2011-05-22,84946,2.09,12.0
102542,2011-08-16,22178,2.06,23.0
102542,2011-05-23,84946,1.25,24.0
102542,2011-07-07,21877,1.25,12.0
102542,2011-04-28,22575,2.06,14.0
102542,2011-09-27,21809,0.39,48.0
102542,2011-09-27,21811,0.39,48.0
102542,2011-09-28,22047,0.41,25.0
102542,2011-09-27,22464,1.65,12.0
102542,2011-09-28,22577,0.41,24.0
102542,2011-09-29,22158,2.57,24.0
102542,2011-10-08,22470,2.95,6.0
102542,2011-10-04,22153,0.39,48.0
102542,2011-10-06,22154,0.33,48.0
102542,2011-10-13,23057,4.95,7.0
102542,2011-10-03,21498,0.4,35.0
102542,2011-11-15,23233,0.42,52.0
102542,2011-11-09,21822,0.79,36.0
102542,2011-11-10,21811,0.39,48.0
102542,2011-11-10,22470,2.35,8.0
102542,2011-11-10,22578,0.89,
102542,2011-11-10,22487,8.33,2.0
102542,2011-11-14,21810,0.39,74.0
102542,2011-11-14,22178,2.03,15.0
102542,2011-11-17,22178,1.89,37.0
10428,2011-01-09,10125,0.42,20.0
10428,2011-01-10,84378,1.25,12.0
10428,2011-01-10,22467,2.55,6.0
10428,2011-01-10,21210,1.45,12.0
10428,2011-01-09,21126,1.25,12.0
10428,2011-01-10,21733,2.95,6.0
10428,2011-01-10,21791,1.34,12.0
10428,2011-01-09,21880,1.83,3.0
10428,2011-01-10,22558,1.56,11.0
10428,2011-01-10,22174,1.61,12.0
10428,2011-01-10,22966,1.33,8.0
10428,2011-01-09,22383,1.65,11.0
10428,2011-01-09,22411,0.92,11.0
10428,2011-01-09,85099B,1.89,11.0
10428,2011-01-10,22627,9.81,2.0
10428,2011-01-09,21936,2.95,6.0
10428,2011-01-09,22625,7.51,3.0
10428,2011-01-10,85123A,2.95,6.0
10428,2011-01-18,21175,2.86,5.0
10428,2011-01-30,84279B,3.75,4.0
10428,2011-02-07,21715,1.71,8.0
10428,2011-01-22,21716,1.32,11.0
10428,2011-01-26,21520,1.35,14.0
10428,2011-04-24,22115,0.94,10.0
10428,2011-03-27,22719,1.25,12.0
10428,2011-04-27,21137,2.7,20.0
10428,2011-04-11,47590A,2.22,6.0
10428,2011-04-11,21703,0.42,17.0
10428,2011-04-02,84987,1.45,12.0
10428,2011-04-20,22041,2.19,12.0
10428,2011-05-12,22358,2.95,8.0
104383,2011-04-09,21122,,2.0
104383,2011-04-09,21868,0.81,21.0
104383,2011-04-08,22115,5.79,2.0
104383,2011-04-09,22115,4.92,3.0
104383,2011-04-08,22412,2.1,5.0
104383,2011-04-08,22423,12.75,1.0
104383,2011-04-08,22427,4.54,2.0
104383,2011-04-08,22722,3.13,4.0
104383,2011-04-09,22729,2.8,1.0
104383,2011-04-09,21875,1.44,10.0
104383,2011-04-09,22357,4.25,6.0
104383,2011-04-09,22969,1.42,12.0
104383,2011-04-08,84078A,,1.0
104383,2011-04-09,85008,1.64,4.0
105145,,20967,4.0,7.0
105145,,21259,6.15,1.0
105145,,21484,3.71,3.0
105145,,21498,0.42,55.0
105145,,23127,3.29,6.0
105145,,22138,4.95,3.0
105145,,22273,2.95,6.0
105145,,22797,12.9,1.0
105145,,21976,0.55,64.0
105145,,22617,4.95,3.0
105145,,22636,8.5,2.0
105145,,22654,6.19,2.0
105145,,22744,3.39,3.0
105145,,22746,2.1,6.0
105145,,22747,2.1,6.0
105145,,22818,0.42,12.0
105145,,22910,2.95,6.0
105145,,22932,3.7,6.0
105145,,22936,4.05,6.0
105145,,22534,0.42,50.0
105145,,23128,4.95,3.0
105145,,23397,9.95,1.0
105145,,21259,6.11,2.0
105145,,23527,3.67,6.0
105145,,23527,3.46,5.0
105145,,72807A,4.03,1.0
105145,,22931,3.54,3.0
105145,,23402,3.59,1.0
105145,2011-01-17,20971,1.87,3.0
105145,2011-01-17,21460,1.6,6.0
105145,2010-12-16,84247L,0.42,12.0
105145,2010-12-14,22029,0.42,12.0
105145,2010-12-20,22082,1.65,7.0
105145,2011-01-24,22195,1.65,8.0
105145,2010-12-22,22147,1.45,7.0
105145,2010-12-11,22621,1.54,11.0
105145,2011-01-20,21889,1.25,9.0
105145,2011-01-08,21880,0.83,12.0
105145,2010-12-22,22367,1.03,5.0
105145,2010-12-09,22732,1.25,13.0
105145,2010-12-15,22637,2.21,6.0
105145,2011-01-06,22148,1.95,11.0
105145,2011-01-01,22859,1.65,6.0
105145,2010-12-12,84218,1.66,9.0
105145,2011-01-25,85049E,1.25,12.0
105145,2010-12-30,22150,1.95,6.0
105145,2011-01-13,22028,0.42,15.0
105145,2011-01-20,22570,3.75,4.0
